timestamp,equipment,process,electricity_kwh,fuel_type,fuel_quantity,production_volume,operating_hours,shift,temperature,pressure
2026-08-28 04:00:00,Dust Collector & Fume Extraction Blower,Ventilation & Environmental,33.57,none,0.0,0.0,1.0,Shift C (Night),30.4,0.5
2026-08-28 05:00:00,Robotic GMAW Heavy Welding Gantry,Welding & Joining,1.93,none,0.0,0.0,0.0,Shift C (Night),28.1,0.0
2026-08-28 05:00:00,CNC High-Definition Plasma & Laser Table,Cutting & Profiling,1.2,none,0.0,0.0,0.0,Shift C (Night),31.7,0.0
2026-08-28 05:00:00,Hydraulic Plate Bending Roll (500T),Forming & Rolling,1.14,none,0.0,0.0,0.0,Shift C (Night),29.3,0.0
2026-08-28 05:00:00,Gas-Fired Post-Weld Heat Treatment Furnace,Annealing & Stress Relief,1.13,natural_gas,0.0,0.0,0.0,Shift C (Night),29.8,0.0
2026-08-28 05:00:00,Automated Wheelabrator Blast Room,Surface Preparation,0.65,none,0.0,0.0,0.0,Shift C (Night),30.2,0.0
2026-08-28 05:00:00,Industrial Rotary Screw Air Compressor,Compressed Air Utility,25.44,none,0.0,0.0,0.0,Shift C (Night),32.0,5.95
2026-08-28 05:00:00,Dust Collector & Fume Extraction Blower,Ventilation & Environmental,33.46,none,0.0,0.0,1.0,Shift C (Night),30.2,0.5
2026-08-28 06:00:00,Robotic GMAW Heavy Welding Gantry,Welding & Joining,36.89,none,0.0,271.8,1.0,Shift A (Morning),121.0,1.0
2026-08-28 06:00:00,CNC High-Definition Plasma & Laser Table,Cutting & Profiling,50.38,none,0.0,406.9,1.0,Shift A (Morning),45.3,8.08
2026-08-28 06:00:00,Hydraulic Plate Bending Roll (500T),Forming & Rolling,44.65,none,0.0,365.3,1.0,Shift A (Morning),35.1,179.74
2026-08-28 06:00:00,Gas-Fired Post-Weld Heat Treatment Furnace,Annealing & Stress Relief,28.79,natural_gas,49.36,668.4,1.0,Shift A (Morning),620.2,1.09
2026-08-28 06:00:00,Automated Wheelabrator Blast Room,Surface Preparation,45.98,none,0.0,399.8,1.0,Shift A (Morning),32.6,6.04
2026-08-28 06:00:00,Industrial Rotary Screw Air Compressor,Compressed Air Utility,57.32,none,0.0,0.0,1.0,Shift A (Morning),40.8,6.92
2026-08-28 06:00:00,Dust Collector & Fume Extraction Blower,Ventilation & Environmental,32.72,none,0.0,0.0,1.0,Shift A (Morning),29.5,0.51
2026-08-28 07:00:00,Robotic GMAW Heavy Welding Gantry,Welding & Joining,37.54,none,0.0,276.6,1.0,Shift A (Morning),121.2,0.97
2026-08-28 07:00:00,CNC High-Definition Plasma & Laser Table,Cutting & Profiling,53.63,none,0.0,433.1,1.0,Shift A (Morning),44.7,7.81
2026-08-28 07:00:00,Hydraulic Plate Bending Roll (500T),Forming & Rolling,43.45,none,0.0,355.5,1.0,Shift A (Morning),34.8,178.39
2026-08-28 07:00:00,Gas-Fired Post-Weld Heat Treatment Furnace,Annealing & Stress Relief,28.36,natural_gas,48.62,658.4,1.0,Shift A (Morning),613.7,1.11
2026-08-28 07:00:00,Automated Wheelabrator Blast Room,Surface Preparation,46.34,none,0.0,403.0,1.0,Shift A (Morning),32.5,5.84
2026-08-28 07:00:00,Industrial Rotary Screw Air Compressor,Compressed Air Utility,57.09,none,0.0,0.0,1.0,Shift A (Morning),39.7,6.8
2026-08-28 07:00:00,Dust Collector & Fume Extraction Blower,Ventilation & Environmental,33.53,none,0.0,0.0,1.0,Shift A (Morning),30.0,0.51
2026-08-28 08:00:00,Robotic GMAW Heavy Welding Gantry,Welding & Joining,38.21,none,0.0,281.5,1.0,Shift A (Morning),121.9,0.99
2026-08-28 08:00:00,CNC High-Definition Plasma & Laser Table,Cutting & Profiling,52.82,none,0.0,426.6,1.0,Shift A (Morning),45.2,8.23
2026-08-28 08:00:00,Hydraulic Plate Bending Roll (500T),Forming & Rolling,43.57,none,0.0,356.5,1.0,Shift A (Morning),34.8,180.78
2026-08-28 08:00:00,Gas-Fired Post-Weld Heat Treatment Furnace,Annealing & Stress Relief,28.69,natural_gas,49.18,666.0,1.0,Shift A (Morning),610.1,1.11
2026-08-28 08:00:00,Automated Wheelabrator Blast Room,Surface Preparation,45.4,none,0.0,394.8,1.0,Shift A (Morning),32.0,6.1
2026-08-28 08:00:00,Industrial Rotary Screw Air Compressor,Compressed Air Utility,57.26,none,0.0,0.0,1.0,Shift A (Morning),40.2,6.94
2026-08-28 08:00:00,Dust Collector & Fume Extraction Blower,Ventilation & Environmental,33.83,none,0.0,0.0,1.0,Shift A (Morning),30.0,0.51
2026-08-28 09:00:00,Robotic GMAW Heavy Welding Gantry,Welding & Joining,38.87,none,0.0,286.4,1.0,Shift A (Morning),121.6,1.0
2026-08-28 09:00:00,CNC High-Definition Plasma & Laser Table,Cutting & Profiling,51.12,none,0.0,412.9,1.0,Shift A (Morning),44.2,8.24
2026-08-28 09:00:00,Hydraulic Plate Bending Roll (500T),Forming & Rolling,43.66,none,0.0,357.2,1.0,Shift A (Morning),34.6,182.62
2026-08-28 09:00:00,Gas-Fired Post-Weld Heat Treatment Furnace,Annealing & Stress Relief,27.09,natural_gas,46.43,628.8,1.0,Shift A (Morning),628.5,1.07
2026-08-28 09:00:00,Automated Wheelabrator Blast Room,Surface Preparation,45.4,none,0.0,394.8,1.0,Shift A (Morning),31.4,6.11
2026-08-28 09:00:00,Industrial Rotary Screw Air Compressor,Compressed Air Utility,57.89,none,0.0,0.0,1.0,Shift A (Morning),39.5,7.12
2026-08-28 09:00:00,Dust Collector & Fume Extraction Blower,Ventilation & Environmental,34.41,none,0.0,0.0,1.0,Shift A (Morning),29.8,0.51
2026-08-28 10:00:00,Robotic GMAW Heavy Welding Gantry,Welding & Joining,37.8,none,0.0,278.5,1.0,Shift A (Morning),120.2,0.98
2026-08-28 10:00:00,CNC High-Definition Plasma & Laser Table,Cutting & Profiling,51.59,none,0.0,416.7,1.0,Shift A (Morning),45.2,7.98
2026-08-28 10:00:00,Hydraulic Plate Bending Roll (500T),Forming & Rolling,44.93,none,0.0,367.6,1.0,Shift A (Morning),34.6,174.8
2026-08-28 10:00:00,Gas-Fired Post-Weld Heat Treatment Furnace,Annealing & Stress Relief,28.46,natural_gas,48.78,660.6,1.0,Shift A (Morning),629.0,1.11
2026-08-28 10:00:00,Automated Wheelabrator Blast Room,Surface Preparation,44.94,none,0.0,390.8,1.0,Shift A (Morning),32.6,6.09
2026-08-28 10:00:00,Industrial Rotary Screw Air Compressor,Compressed Air Utility,57.85,none,0.0,0.0,1.0,Shift A (Morning),40.7,7.01
2026-08-28 10:00:00,Dust Collector & Fume Extraction Blower,Ventilation & Environmental,34.31,none,0.0,0.0,1.0,Shift A (Morning),30.3,0.5
2026-08-28 11:00:00,Robotic GMAW Heavy Welding Gantry,Welding & Joining,38.2,none,0.0,281.5,1.0,Shift A (Morning),120.6,1.0
2026-08-28 11:00:00,CNC High-Definition Plasma & Laser Table,Cutting & Profiling,51.44,none,0.0,415.4,1.0,Shift A (Morning),44.4,7.83
2026-08-28 11:00:00,Hydraulic Plate Bending Roll (500T),Forming & Rolling,44.65,none,0.0,365.3,1.0,Shift A (Morning),34.7,179.3
2026-08-28 11:00:00,Gas-Fired Post-Weld Heat Treatment Furnace,Annealing & Stress Relief,27.59,natural_gas,47.3,640.6,1.0,Shift A (Morning),628.2,1.07
2026-08-28 11:00:00,Automated Wheelabrator Blast Room,Surface Preparation,44.91,none,0.0,390.5,1.0,Shift A (Morning),31.9,6.12
2026-08-28 11:00:00,Industrial Rotary Screw Air Compressor,Compressed Air Utility,58.68,none,0.0,0.0,1.0,Shift A (Morning),39.6,7.04
2026-08-28 11:00:00,Dust Collector & Fume Extraction Blower,Ventilation & Environmental,33.74,none,0.0,0.0,1.0,Shift A (Morning),29.5,0.49
2026-08-28 12:00:00,Robotic GMAW Heavy Welding Gantry,Welding & Joining,37.23,none,0.0,274.3,1.0,Shift A (Morning),121.6,1.0
2026-08-28 12:00:00,CNC High-Definition Plasma & Laser Table,Cutting & Profiling,52.25,none,0.0,422.0,1.0,Shift A (Morning),44.9,8.07
2026-08-28 12:00:00,Hydraulic Plate Bending Roll (500T),Forming & Rolling,42.37,none,0.0,346.7,1.0,Shift A (Morning),34.5,176.07
2026-08-28 12:00:00,Gas-Fired Post-Weld Heat Treatment Furnace,Annealing & Stress Relief,27.46,natural_gas,47.07,637.4,1.0,Shift A (Morning),627.5,1.11
2026-08-28 12:00:00,Automated Wheelabrator Blast Room,Surface Preparation,44.81,none,0.0,389.6,1.0,Shift A (Morning),32.5,6.17
2026-08-28 12:00:00,Industrial Rotary Screw Air Compressor,Compressed Air Utility,57.93,none,0.0,0.0,1.0,Shift A (Morning),39.2,7.15
2026-08-28 12:00:00,Dust Collector & Fume Extraction Blower,Ventilation & Environmental,32.87,none,0.0,0.0,1.0,Shift A (Morning),30.1,0.51
2026-08-28 13:00:00,Robotic GMAW Heavy Welding Gantry,Welding & Joining,39.22,none,0.0,289.0,1.0,Shift A (Morning),119.6,0.99
2026-08-28 13:00:00,CNC High-Definition Plasma & Laser Table,Cutting & Profiling,52.65,none,0.0,425.3,1.0,Shift A (Morning),44.3,8.21
2026-08-28 13:00:00,Hydraulic Plate Bending Roll (500T),Forming & Rolling,44.79,none,0.0,366.5,1.0,Shift A (Morning),34.5,175.81
2026-08-28 13:00:00,Gas-Fired Post-Weld Heat Treatment Furnace,Annealing & Stress Relief,28.53,natural_gas,48.9,662.2,1.0,Shift A (Morning),630.7,1.1
2026-08-28 13:00:00,Automated Wheelabrator Blast Room,Surface Preparation,47.21,none,0.0,410.5,1.0,Shift A (Morning),32.6,6.16
2026-08-28 13:00:00,Industrial Rotary Screw Air Compressor,Compressed Air Utility,56.85,none,0.0,0.0,1.0,Shift A (Morning),40.6,6.89
2026-08-28 13:00:00,Dust Collector & Fume Extraction Blower,Ventilation & Environmental,32.97,none,0.0,0.0,1.0,Shift A (Morning),30.4,0.49
2026-08-28 14:00:00,Robotic GMAW Heavy Welding Gantry,Welding & Joining,38.26,none,0.0,281.9,1.0,Shift B (Evening),119.5,1.01
2026-08-28 14:00:00,CNC High-Definition Plasma & Laser Table,Cutting & Profiling,50.9,none,0.0,411.1,1.0,Shift B (Evening),44.9,7.83
2026-08-28 14:00:00,Hydraulic Plate Bending Roll (500T),Forming & Rolling,42.86,none,0.0,350.6,1.0,Shift B (Evening),35.7,179.35
2026-08-28 14:00:00,Gas-Fired Post-Weld Heat Treatment Furnace,Annealing & Stress Relief,27.45,natural_gas,47.06,637.2,1.0,Shift B (Evening),622.2,1.1
2026-08-28 14:00:00,Automated Wheelabrator Blast Room,Surface Preparation,45.54,none,0.0,396.0,1.0,Shift B (Evening),32.6,5.93
2026-08-28 14:00:00,Industrial Rotary Screw Air Compressor,Compressed Air Utility,57.65,none,0.0,0.0,1.0,Shift B (Evening),40.3,7.19
2026-08-28 14:00:00,Dust Collector & Fume Extraction Blower,Ventilation & Environmental,35.03,none,0.0,0.0,1.0,Shift B (Evening),30.5,0.5
2026-08-28 15:00:00,Robotic GMAW Heavy Welding Gantry,Welding & Joining,38.66,none,0.0,284.8,1.0,Shift B (Evening),121.5,0.97
2026-08-28 15:00:00,CNC High-Definition Plasma & Laser Table,Cutting & Profiling,53.94,none,0.0,435.7,1.0,Shift B (Evening),45.2,8.16
2026-08-28 15:00:00,Hydraulic Plate Bending Roll (500T),Forming & Rolling,44.57,none,0.0,364.7,1.0,Shift B (Evening),35.6,182.06
2026-08-28 15:00:00,Gas-Fired Post-Weld Heat Treatment Furnace,Annealing & Stress Relief,28.65,natural_gas,49.11,665.0,1.0,Shift B (Evening),613.5,1.1
2026-08-28 15:00:00,Automated Wheelabrator Blast Room,Surface Preparation,45.3,none,0.0,393.9,1.0,Shift B (Evening),32.6,5.95
2026-08-28 15:00:00,Industrial Rotary Screw Air Compressor,Compressed Air Utility,59.45,none,0.0,0.0,1.0,Shift B (Evening),39.4,7.15
2026-08-28 15:00:00,Dust Collector & Fume Extraction Blower,Ventilation & Environmental,34.97,none,0.0,0.0,1.0,Shift B (Evening),29.9,0.51
2026-08-28 16:00:00,Robotic GMAW Heavy Welding Gantry,Welding & Joining,37.67,none,0.0,277.6,1.0,Shift B (Evening),122.3,0.99
2026-08-28 16:00:00,CNC High-Definition Plasma & Laser Table,Cutting & Profiling,50.3,none,0.0,406.2,1.0,Shift B (Evening),45.6,7.87
2026-08-28 16:00:00,Hydraulic Plate Bending Roll (500T),Forming & Rolling,42.98,none,0.0,351.7,1.0,Shift B (Evening),35.5,184.49
2026-08-28 16:00:00,Gas-Fired Post-Weld Heat Treatment Furnace,Annealing & Stress Relief,28.29,natural_gas,48.5,656.8,1.0,Shift B (Evening),629.4,1.12
2026-08-28 16:00:00,Automated Wheelabrator Blast Room,Surface Preparation,45.66,none,0.0,397.0,1.0,Shift B (Evening),31.4,6.13
2026-08-28 16:00:00,Industrial Rotary Screw Air Compressor,Compressed Air Utility,59.5,none,0.0,0.0,1.0,Shift B (Evening),40.7,6.99
2026-08-28 16:00:00,Dust Collector & Fume Extraction Blower,Ventilation & Environmental,33.76,none,0.0,0.0,1.0,Shift B (Evening),30.4,0.51
2026-08-28 17:00:00,Robotic GMAW Heavy Welding Gantry,Welding & Joining,39.15,none,0.0,288.4,1.0,Shift B (Evening),121.5,1.02
2026-08-28 17:00:00,CNC High-Definition Plasma & Laser Table,Cutting & Profiling,52.83,none,0.0,426.7,1.0,Shift B (Evening),45.0,7.93
2026-08-28 17:00:00,Hydraulic Plate Bending Roll (500T),Forming & Rolling,44.36,none,0.0,362.9,1.0,Shift B (Evening),35.4,182.57
2026-08-28 17:00:00,Gas-Fired Post-Weld Heat Treatment Furnace,Annealing & Stress Relief,27.9,natural_gas,47.82,647.6,1.0,Shift B (Evening),608.3,1.07
2026-08-28 17:00:00,Automated Wheelabrator Blast Room,Surface Preparation,46.52,none,0.0,404.5,1.0,Shift B (Evening),32.2,6.1
2026-08-28 17:00:00,Industrial Rotary Screw Air Compressor,Compressed Air Utility,56.31,none,0.0,0.0,1.0,Shift B (Evening),39.8,7.05
2026-08-28 17:00:00,Dust Collector & Fume Extraction Blower,Ventilation & Environmental,33.49,none,0.0,0.0,1.0,Shift B (Evening),29.5,0.49
2026-08-28 18:00:00,Robotic GMAW Heavy Welding Gantry,Welding & Joining,38.05,none,0.0,280.4,1.0,Shift B (Evening),122.3,1.02
2026-08-28 18:00:00,CNC High-Definition Plasma & Laser Table,Cutting & Profiling,53.09,none,0.0,428.8,1.0,Shift B (Evening),45.6,8.09
2026-08-28 18:00:00,Hydraulic Plate Bending Roll (500T),Forming & Rolling,45.03,none,0.0,368.4,1.0,Shift B (Evening),34.7,179.77
2026-08-28 18:00:00,Gas-Fired Post-Weld Heat Treatment Furnace,Annealing & Stress Relief,28.53,natural_gas,48.9,662.2,1.0,Shift B (Evening),614.1,1.11
2026-08-28 18:00:00,Automated Wheelabrator Blast Room,Surface Preparation,47.2,none,0.0,410.5,1.0,Shift B (Evening),32.4,5.89
2026-08-28 18:00:00,Industrial Rotary Screw Air Compressor,Compressed Air Utility,57.6,none,0.0,0.0,1.0,Shift B (Evening),39.5,7.16
2026-08-28 18:00:00,Dust Collector & Fume Extraction Blower,Ventilation & Environmental,35.21,none,0.0,0.0,1.0,Shift B (Evening),30.5,0.49
2026-08-28 19:00:00,Robotic GMAW Heavy Welding Gantry,Welding & Joining,39.36,none,0.0,290.0,1.0,Shift B (Evening),122.0,1.01
2026-08-28 19:00:00,CNC High-Definition Plasma & Laser Table,Cutting & Profiling,52.53,none,0.0,424.3,1.0,Shift B (Evening),45.7,8.23
2026-08-28 19:00:00,Hydraulic Plate Bending Roll (500T),Forming & Rolling,42.94,none,0.0,351.3,1.0,Shift B (Evening),35.3,176.42
2026-08-28 19:00:00,Gas-Fired Post-Weld Heat Treatment Furnace,Annealing & Stress Relief,27.78,natural_gas,47.62,644.9,1.0,Shift B (Evening),618.2,1.08
2026-08-28 19:00:00,Automated Wheelabrator Blast Room,Surface Preparation,44.49,none,0.0,386.8,1.0,Shift B (Evening),31.8,6.16
2026-08-28 19:00:00,Industrial Rotary Screw Air Compressor,Compressed Air Utility,56.22,none,0.0,0.0,1.0,Shift B (Evening),40.3,6.97
2026-08-28 19:00:00,Dust Collector & Fume Extraction Blower,Ventilation & Environmental,35.14,none,0.0,0.0,1.0,Shift B (Evening),29.9,0.51
2026-08-28 20:00:00,Robotic GMAW Heavy Welding Gantry,Welding & Joining,36.84,none,0.0,271.5,1.0,Shift B (Evening),121.0,0.98
2026-08-28 20:00:00,CNC High-Definition Plasma & Laser Table,Cutting & Profiling,53.51,none,0.0,432.2,1.0,Shift B (Evening),45.5,7.9
2026-08-28 20:00:00,Hydraulic Plate Bending Roll (500T),Forming & Rolling,43.98,none,0.0,359.8,1.0,Shift B (Evening),34.5,183.85
2026-08-28 20:00:00,Gas-Fired Post-Weld Heat Treatment Furnace,Annealing & Stress Relief,28.22,natural_gas,48.38,655.2,1.0,Shift B (Evening),632.3,1.09
2026-08-28 20:00:00,Automated Wheelabrator Blast Room,Surface Preparation,46.65,none,0.0,405.7,1.0,Shift B (Evening),31.9,5.97
2026-08-28 20:00:00,Industrial Rotary Screw Air Compressor,Compressed Air Utility,56.36,none,0.0,0.0,1.0,Shift B (Evening),39.7,6.9
2026-08-28 20:00:00,Dust Collector & Fume Extraction Blower,Ventilation & Environmental,34.32,none,0.0,0.0,1.0,Shift B (Evening),30.5,0.5
2026-08-28 21:00:00,Robotic GMAW Heavy Welding Gantry,Welding & Joining,38.56,none,0.0,284.1,1.0,Shift B (Evening),119.8,0.97
2026-08-28 21:00:00,CNC High-Definition Plasma & Laser Table,Cutting & Profiling,50.47,none,0.0,407.7,1.0,Shift B (Evening),44.7,8.09
2026-08-28 21:00:00,Hydraulic Plate Bending Roll (500T),Forming & Rolling,44.66,none,0.0,365.4,1.0,Shift B (Evening),35.3,182.25
2026-08-28 21:00:00,Gas-Fired Post-Weld Heat Treatment Furnace,Annealing & Stress Relief,28.53,natural_gas,48.91,662.3,1.0,Shift B (Evening),614.0,1.07
2026-08-28 21:00:00,Automated Wheelabrator Blast Room,Surface Preparation,44.38,none,0.0,385.9,1.0,Shift B (Evening),31.8,5.9
2026-08-28 21:00:00,Industrial Rotary Screw Air Compressor,Compressed Air Utility,59.89,none,0.0,0.0,1.0,Shift B (Evening),40.8,7.18
2026-08-28 21:00:00,Dust Collector & Fume Extraction Blower,Ventilation & Environmental,35.27,none,0.0,0.0,1.0,Shift B (Evening),30.1,0.51
2026-08-28 22:00:00,Robotic GMAW Heavy Welding Gantry,Welding & Joining,36.62,none,0.0,269.8,1.0,Shift C (Night),118.8,1.01
2026-08-28 22:00:00,CNC High-Definition Plasma & Laser Table,Cutting & Profiling,51.18,none,0.0,413.4,1.0,Shift C (Night),44.8,7.94
2026-08-28 22:00:00,Hydraulic Plate Bending Roll (500T),Forming & Rolling,45.65,none,0.0,373.5,1.0,Shift C (Night),35.1,180.87
2026-08-28 22:00:00,Gas-Fired Post-Weld Heat Treatment Furnace,Annealing & Stress Relief,27.46,natural_gas,47.08,637.5,1.0,Shift C (Night),620.1,1.13
2026-08-28 22:00:00,Automated Wheelabrator Blast Room,Surface Preparation,47.39,none,0.0,412.1,1.0,Shift C (Night),31.5,5.93
2026-08-28 22:00:00,Industrial Rotary Screw Air Compressor,Compressed Air Utility,58.14,none,0.0,0.0,1.0,Shift C (Night),39.4,6.84
2026-08-28 22:00:00,Dust Collector & Fume Extraction Blower,Ventilation & Environmental,32.76,none,0.0,0.0,1.0,Shift C (Night),29.6,0.51
2026-08-28 23:00:00,Robotic GMAW Heavy Welding Gantry,Welding & Joining,39.02,none,0.0,287.5,1.0,Shift C (Night),121.2,1.03
2026-08-28 23:00:00,CNC High-Definition Plasma & Laser Table,Cutting & Profiling,1.0,none,0.0,0.0,0.0,Shift C (Night),31.5,0.0
2026-08-28 23:00:00,Hydraulic Plate Bending Roll (500T),Forming & Rolling,1.46,none,0.0,0.0,0.0,Shift C (Night),31.0,0.0
2026-08-28 23:00:00,Gas-Fired Post-Weld Heat Treatment Furnace,Annealing & Stress Relief,27.47,natural_gas,47.09,637.7,1.0,Shift C (Night),615.4,1.13
2026-08-28 23:00:00,Automated Wheelabrator Blast Room,Surface Preparation,1.04,none,0.0,0.0,0.0,Shift C (Night),32.0,0.0
2026-08-28 23:00:00,Industrial Rotary Screw Air Compressor,Compressed Air Utility,25.05,none,0.0,0.0,0.0,Shift C (Night),32.0,5.95
2026-08-28 23:00:00,Dust Collector & Fume Extraction Blower,Ventilation & Environmental,33.05,none,0.0,0.0,1.0,Shift C (Night),30.4,0.5
2026-08-29 00:00:00,Robotic GMAW Heavy Welding Gantry,Welding & Joining,1.72,none,0.0,0.0,0.0,Shift C (Night),28.2,0.0
2026-08-29 00:00:00,CNC High-Definition Plasma & Laser Table,Cutting & Profiling,0.81,none,0.0,0.0,0.0,Shift C (Night),28.9,0.0
2026-08-29 00:00:00,Hydraulic Plate Bending Roll (500T),Forming & Rolling,0.65,none,0.0,0.0,0.0,Shift C (Night),29.0,0.0
2026-08-29 00:00:00,Gas-Fired Post-Weld Heat Treatment Furnace,Annealing & Stress Relief,1.59,natural_gas,0.0,0.0,0.0,Shift C (Night),29.7,0.0
2026-08-29 00:00:00,Automated Wheelabrator Blast Room,Surface Preparation,1.99,none,0.0,0.0,0.0,Shift C (Night),31.7,0.0
2026-08-29 00:00:00,Industrial Rotary Screw Air Compressor,Compressed Air Utility,22.16,none,0.0,0.0,0.0,Shift C (Night),32.0,5.95
2026-08-29 00:00:00,Dust Collector & Fume Extraction Blower,Ventilation & Environmental,33.61,none,0.0,0.0,1.0,Shift C (Night),30.3,0.5
2026-08-29 01:00:00,Robotic GMAW Heavy Welding Gantry,Welding & Joining,1.29,none,0.0,0.0,0.0,Shift C (Night),31.4,0.0
2026-08-29 01:00:00,CNC High-Definition Plasma & Laser Table,Cutting & Profiling,1.81,none,0.0,0.0,0.0,Shift C (Night),28.5,0.0
2026-08-29 01:00:00,Hydraulic Plate Bending Roll (500T),Forming & Rolling,0.73,none,0.0,0.0,0.0,Shift C (Night),31.5,0.0
2026-08-29 01:00:00,Gas-Fired Post-Weld Heat Treatment Furnace,Annealing & Stress Relief,0.85,natural_gas,0.0,0.0,0.0,Shift C (Night),28.7,0.0
